matched_shisetsu_bangou	before	after	interval	after_minus_before
BR0-042064-00298	II	II	2	0
BR0-042064-00298	II	II	1	0
BR0-042064-00298	II	II	1	0
BR0-042064-00298	II	II	1	0
BR0-042064-00298	II	II	1	0
BR0-042064-00306	II	II	1	0
BR0-042064-00306	II	II	1	0
BR0-042064-00306	II	II	2	0
BR0-042064-00306	I	II	1	1
BR0-042064-00306	II	II	1	0
BR0-042064-00306	II	II	1	0
BR0-042064-00307	II	II	1	0
BR0-042064-00307	II	II	2	0
BR0-042064-00307	II	II	1	0
BR0-042064-00307	II	II	1	0
BR0-042064-00307	II	II	1	0
BR0-042064-00307	II	II	1	0
BR0-042064-00310	II	II	1	0
BR0-042064-00310	II	II	2	0
BR0-042064-00310	II	II	1	0
BR0-042064-00310	II	II	1	0
BR0-042064-00310	II	II	1	0
BR0-042064-00310	II	II	1	0
BR0-042064-00311	II	II	1	0
BR0-042064-00311	II	II	1	0
BR0-042064-00311	II	II	2	0
BR0-042064-00311	I	II	1	1
BR0-042064-00311	II	II	1	0
BR0-042064-00311	II	II	1	0
BR0-042064-00312	II	II	1	0
BR0-042064-00312	II	II	1	0
BR0-042064-00312	II	II	2	0
BR0-042064-00312	I	II	1	1
BR0-042064-00312	II	II	1	0
BR0-042064-00312	II	II	1	0
BR0-042064-00313	II	II	1	0
BR0-042064-00313	II	II	2	0
BR0-042064-00313	II	II	1	0
BR0-042064-00313	II	II	1	0
BR0-042064-00313	II	II	1	0
BR0-042064-00313	II	II	1	0
BR0-042064-00314	I	II	20	1
BR0-042064-00314	II	II	1	0
BR0-042064-00314	II	II	1	0
BR0-042064-00314	II	II	2	0
BR0-042064-00314	I	II	1	1
BR0-042064-00314	II	II	1	0
BR0-042064-00314	II	II	1	0
BR0-042064-00315	II	II	1	0
BR0-042064-00315	II	II	1	0
BR0-042064-00315	II	II	2	0
BR0-042064-00315	I	II	1	1
BR0-042064-00315	II	II	1	0
BR0-042064-00315	II	II	1	0
BR0-042064-00317	II	II	1	0
BR0-042064-00317	II	II	1	0
BR0-042064-00317	II	II	2	0
BR0-042064-00317	I	II	1	1
BR0-042064-00317	II	II	1	0
BR0-042064-00317	II	II	1	0
BR0-042064-00318	II	II	1	0
BR0-042064-00318	II	II	2	0
BR0-042064-00318	II	II	1	0
BR0-042064-00318	II	II	1	0
BR0-042064-00318	II	II	1	0
BR0-042064-00318	II	II	1	0
BR0-042064-00319	I	I	5	0
BR0-042064-00321	II	II	1	0
BR0-042064-00321	II	II	1	0
BR0-042064-00321	II	II	2	0
BR0-042064-00321	I	II	1	1
BR0-042064-00321	II	II	1	0
BR0-042064-00321	II	II	1	0
BR0-042064-00322	II	II	1	0
BR0-042064-00322	II	II	2	0
BR0-042064-00322	II	II	1	0
BR0-042064-00322	II	II	1	0
BR0-042064-00322	II	II	1	0
BR0-042064-00322	II	II	1	0
BR0-042064-00323	II	II	1	0
BR0-042064-00323	II	II	1	0
BR0-042064-00323	II	II	2	0
BR0-042064-00323	I	II	1	1
BR0-042064-00323	II	II	1	0
BR0-042064-00323	II	II	1	0
BR0-042064-00325	II	II	1	0
BR0-042064-00325	II	II	2	0
BR0-042064-00325	II	II	1	0
BR0-042064-00325	II	II	1	0
BR0-042064-00325	II	II	1	0
BR0-042064-00325	II	II	1	0
BR0-042064-00328	II	II	1	0
BR0-042064-00328	II	II	1	0
BR0-042064-00328	II	II	2	0
BR0-042064-00328	I	II	1	1
BR0-042064-00328	II	II	1	0
BR0-042064-00328	II	II	1	0
BR0-042064-00330	II	II	1	0
BR0-042064-00330	II	II	1	0
BR0-042064-00330	II	II	2	0
BR0-042064-00330	I	II	1	1
BR0-042064-00330	II	II	1	0
BR0-042064-00330	II	II	1	0
BR0-042064-00333	II	II	1	0
BR0-042064-00333	II	II	1	0
BR0-042064-00333	II	II	2	0
BR0-042064-00333	I	II	1	1
BR0-042064-00333	II	II	1	0
BR0-042064-00333	II	II	1	0
BR0-042064-00334	II	II	1	0
BR0-042064-00334	II	II	1	0
BR0-042064-00334	II	II	2	0
BR0-042064-00334	I	II	1	1
BR0-042064-00334	II	II	1	0
BR0-042064-00334	II	II	1	0
BR0-042064-00335	II	II	1	0
BR0-042064-00335	II	II	1	0
BR0-042064-00335	II	II	2	0
BR0-042064-00335	I	II	1	1
BR0-042064-00335	II	II	1	0
BR0-042064-00335	II	II	1	0
BR0-042064-00337	II	II	1	0
BR0-042064-00337	II	II	1	0
BR0-042064-00337	II	II	2	0
BR0-042064-00337	I	II	1	1
BR0-042064-00337	II	II	1	0
BR0-042064-00337	II	II	1	0
BR0-042064-00338	II	II	5	0
BR0-042072-00001	II	II	5	0
BR0-042072-00006	II	II	1	0
BR0-042072-00006	II	II	4	0
BR0-042072-00006	II	II	1	0
BR0-042072-00008	II	II	5	0
BR0-042072-00013	II	II	5	0
BR0-042072-00014	I	II	3	1
BR0-042072-00014	II	II	2	0
BR0-042072-00015	II	II	5	0
BR0-042072-00016	II	II	5	0
BR0-042072-00017	II	II	5	0
BR0-042072-00018	II	II	5	0
BR0-042072-00022	I	I	5	0
BR0-042072-00023	II	II	5	0
BR0-042072-00024	II	II	5	0
BR0-042072-00025	II	II	5	0
BR0-042072-00026	II	II	5	0
BR0-042072-00027	II	II	5	0
BR0-042072-00028	II	II	5	0
BR0-042072-00029	II	II	5	0
BR0-042072-00030	I	II	5	1
BR0-042072-00032	II	II	5	0
BR0-042072-00033	II	II	5	0
BR0-042072-00034	II	II	5	0
BR0-042072-00035	II	II	5	0
BR0-042072-00037	I	II	4	1
BR0-042072-00038	II	II	5	0
BR0-042072-00040	II	II	1	0
BR0-042072-00040	II	II	4	0
BR0-042072-00040	II	II	1	0
BR0-042072-00041	II	II	5	0
BR0-042072-00042	II	II	5	0
BR0-042072-00044	II	II	5	0
BR0-042072-00045	II	II	5	0
BR0-042072-00048	II	II	5	0
BR0-042072-00050	I	II	5	1
BR0-042072-00051	II	II	5	0
BR0-042072-00052	II	II	5	0
BR0-042072-00053	II	II	5	0
BR0-042072-00055	II	II	5	0
BR0-042072-00056	II	II	5	0
BR0-042072-00057	II	II	5	0
BR0-042072-00059	II	II	5	0
BR0-042072-00060	II	II	5	0
BR0-042072-00061	II	II	5	0
BR0-042072-00062	II	III	5	1
BR0-042072-00064	II	II	5	0
BR0-042072-00069	II	II	5	0
BR0-042072-00070	II	II	5	0
BR0-042072-00071	II	II	5	0
BR0-042072-00072	II	II	5	0
BR0-042072-00074	I	II	27	1
BR0-042072-00074	II	II	5	0
BR0-042072-00075	I	II	28	1
BR0-042072-00075	II	II	5	0
BR0-042072-00076	II	II	5	0
BR0-042072-00077	II	II	5	0
BR0-042072-00078	II	II	5	0
BR0-042072-00079	II	II	5	0
BR0-042072-00082	II	II	5	0
BR0-042072-00087	II	II	5	0
BR0-042072-00089	I	II	9	1
BR0-042072-00089	II	II	5	0
BR0-042072-00092	II	II	5	0
BR0-042072-00093	I	II	5	1
BR0-042072-00094	II	III	4	1
BR0-042072-00096	III	III	5	0
BR0-042072-00098	II	II	5	0
BR0-042072-00100	II	III	5	1
BR0-042072-00102	II	II	5	0
BR0-042072-00103	II	II	5	0
BR0-042072-00104	II	II	5	0
BR0-042072-00105	II	II	5	0
BR0-042072-00106	II	II	5	0
BR0-042072-00107	II	II	5	0
BR0-042072-00109	II	II	5	0
BR0-042072-00110	II	II	5	0
BR0-042072-00111	II	II	5	0
BR0-042072-00113	II	II	5	0
BR0-042072-00114	I	II	5	1
BR0-042072-00115	II	II	5	0
BR0-042072-00118	II	II	5	0
BR0-042072-00119	III	III	5	0
BR0-042072-00122	I	II	5	1
BR0-042072-00123	II	II	5	0
BR0-042072-00124	I	II	5	1
BR0-042072-00126	II	II	5	0
BR0-042072-00130	II	II	5	0
BR0-042072-00131	II	II	5	0
BR0-042072-00133	I	II	12	1
BR0-042072-00133	II	III	5	1
BR0-042072-00134	I	II	12	1
BR0-042072-00134	II	III	5	1
BR0-042072-00137	II	II	1	0
BR0-042072-00137	II	II	4	0
BR0-042072-00137	II	II	1	0
BR0-042072-00138	II	II	5	0
BR0-042072-00139	II	II	5	0
BR0-042072-00140	II	II	5	0
BR0-042072-00142	II	II	1	0
BR0-042072-00142	II	II	4	0
BR0-042072-00144	II	II	5	0
BR0-042072-00145	II	II	5	0
BR0-042072-00148	I	II	1	1
BR0-042072-00148	II	II	5	0
BR0-042072-00149	II	II	5	0
BR0-042072-00151	II	II	5	0
BR0-042072-00152	III	III	5	0
BR0-042072-00153	II	II	5	0
BR0-042072-00154	III	IV	5	1
BR0-042072-00155	II	II	5	0
BR0-042072-00156	I	I	5	0
BR0-042072-00157	II	II	5	0
BR0-042072-00158	I	II	30	1
BR0-042072-00158	II	II	5	0
BR0-042072-00159	II	II	5	0
BR0-042072-00160	II	II	5	0
BR0-042072-00161	II	II	5	0
BR0-042072-00164	II	II	5	0
BR0-042072-00165	II	II	5	0
BR0-042072-00167	II	II	5	0
BR0-042072-00169	I	II	5	1
BR0-042072-00174	II	II	5	0
BR0-042072-00177	II	II	5	0
BR0-042072-00178	II	II	5	0
BR0-042072-00179	II	II	5	0
BR0-042072-00181	II	II	5	0
BR0-042072-00183	II	II	5	0
BR0-042072-00184	I	II	28	1
BR0-042072-00184	II	II	5	0
BR0-042072-00185	II	II	5	0
BR0-042072-00186	II	II	5	0
BR0-042072-00187	II	II	5	0
BR0-042072-00188	II	II	5	0
BR0-042072-00189	II	II	5	0
BR0-042072-00191	II	II	5	0
BR0-042072-00192	II	II	5	0
BR0-042072-00193	II	II	5	0
BR0-042072-00194	I	I	5	0
BR0-042072-00195	II	II	5	0
BR0-042072-00197	II	II	5	0
BR0-042072-00201	II	II	5	0
BR0-042072-00205	I	II	5	1
BR0-042072-00207	II	II	5	0
BR0-042072-00208	II	II	5	0
BR0-042072-00209	I	I	5	0
BR0-042072-00209	I	I	5	0
BR0-042072-00211	II	II	5	0
BR0-042072-00212	I	II	27	1
BR0-042072-00212	II	II	5	0
BR0-042072-00213	II	II	5	0
BR0-042072-00218	II	II	1	0
BR0-042072-00218	II	III	3	1
BR0-042072-00219	II	II	5	0
BR0-042072-00221	I	II	29	1
BR0-042072-00221	II	II	5	0
BR0-042072-00227	II	II	5	0
BR0-042072-00228	II	II	5	0
BR0-042072-00232	II	II	5	0
BR0-042072-00233	I	I	9	0
BR0-042072-00234	I	I	9	0
BR0-042072-00235	I	I	9	0
BR0-042072-00236	I	II	9	1
BR0-042072-00237	I	I	9	0
BR0-042072-00244	I	I	5	0
BR0-042072-00247	II	II	3	0
BR0-042072-00247	II	II	2	0
BR0-042072-00247	II	II	4	0
BR0-042072-00252	II	II	5	0
BR0-042072-00256	III	III	1	0
BR0-042072-00260	I	I	1	0
BR0-042072-00261	I	I	1	0
BR0-042072-00262	I	I	1	0
BR0-042072-00263	I	I	1	0
BR0-042072-00264	I	I	1	0
BR0-042072-00266	I	I	1	0
BR0-042072-00270	I	II	28	1
BR0-042072-00270	II	II	5	0
BR0-042081-00007	II	II	5	0
BR0-042081-00008	I	II	27	1
BR0-042081-00008	II	II	5	0
BR0-042081-00010	II	II	5	0
BR0-042081-00012	II	II	1	0
BR0-042081-00012	II	II	4	0
BR0-042081-00012	II	II	1	0
BR0-042081-00015	II	II	5	0
BR0-042081-00017	I	II	22	1
BR0-042081-00017	II	II	5	0
BR0-042081-00020	II	II	5	0
BR0-042081-00021	II	II	5	0
BR0-042081-00023	I	II	30	1
BR0-042081-00023	II	II	5	0
BR0-042081-00027	II	II	5	0
BR0-042081-00029	II	II	5	0
BR0-042081-00033	II	II	5	0
BR0-042081-00035	II	II	5	0
BR0-042081-00036	II	II	5	0
BR0-042081-00037	II	II	5	0
BR0-042081-00039	II	II	5	0
BR0-042081-00040	II	II	5	0
BR0-042081-00041	II	II	5	0
BR0-042081-00043	II	II	5	0
BR0-042081-00045	III	III	5	0
BR0-042081-00046	II	II	5	0
BR0-042081-00049	II	II	5	0
BR0-042081-00050	II	II	5	0
BR0-042081-00051	I	II	5	1
BR0-042081-00053	II	II	5	0
BR0-042081-00056	II	II	5	0
BR0-042081-00057	II	II	5	0
BR0-042081-00060	II	II	5	0
BR0-042081-00061	II	II	5	0
BR0-042081-00066	II	II	5	0
BR0-042081-00067	II	II	5	0
BR0-042081-00072	II	II	5	0
BR0-042081-00076	II	II	5	0
BR0-042081-00079	II	II	5	0
BR0-042081-00080	II	II	1	0
BR0-042081-00080	II	II	4	0
BR0-042081-00080	II	III	1	1
BR0-042081-00081	II	II	5	0
BR0-042081-00082	II	II	5	0
BR0-042081-00083	II	II	5	0
BR0-042081-00084	II	II	5	0
BR0-042081-00085	II	II	5	0
BR0-042081-00087	II	II	5	0
BR0-042081-00088	II	II	5	0
BR0-042081-00096	II	II	5	0
BR0-042081-00102	II	II	5	0
BR0-042081-00105	II	II	5	0
BR0-042081-00110	II	II	5	0
BR0-042081-00112	II	II	5	0
BR0-042081-00114	II	II	5	0
BR0-042081-00115	I	I	5	0
BR0-042081-00118	II	II	5	0
BR0-042081-00119	II	II	5	0
BR0-042081-00120	II	II	5	0
BR0-042081-00121	II	II	5	0
BR0-042081-00128	II	II	5	0
BR0-042081-00129	II	II	5	0
BR0-042081-00134	II	II	5	0
BR0-042081-00139	II	II	5	0
BR0-042081-00141	II	II	5	0
BR0-042081-00142	I	II	9	1
BR0-042081-00142	II	II	5	0
BR0-042081-00145	II	III	5	1
BR0-042081-00146	I	II	2	1
BR0-042081-00146	II	II	5	0
BR0-042081-00147	II	II	5	0
BR0-042081-00148	II	II	5	0
BR0-042081-00151	II	II	5	0
BR0-042081-00161	II	II	5	0
BR0-042081-00162	II	II	5	0
BR0-042081-00165	II	II	5	0
BR0-042081-00168	II	II	5	0
BR0-042081-00169	II	II	5	0
BR0-042081-00176	I	I	5	0
BR0-042081-00180	I	II	27	1
BR0-042081-00180	II	II	5	0
BR0-042081-00181	II	II	5	0
BR0-042081-00185	II	II	5	0
BR0-042081-00186	II	II	5	0
BR0-042081-00195	II	II	5	0
BR0-042081-00197	I	I	1	0
BR0-042081-00197	I	I	4	0
BR0-042081-00197	I	I	1	0
BR0-042081-00198	II	II	5	0
BR0-042081-00199	II	II	1	0
BR0-042081-00199	II	II	3	0
BR0-042081-00199	II	II	2	0
BR0-042081-00199	II	II	3	0
BR0-042081-00200	II	II	5	0
BR0-042081-00204	II	II	5	0
BR0-042081-00207	II	II	5	0
BR0-042081-00208	II	II	5	0
BR0-042081-00210	I	I	5	0
BR0-042081-00211	I	II	5	1
BR0-042081-00212	I	I	5	0
BR0-042081-00213	I	I	23	0
BR0-042081-00213	I	II	5	1
BR0-042081-00214	I	II	5	1
BR0-042081-00215	II	II	5	0
BR0-042081-00216	I	II	25	1
BR0-042081-00216	II	II	5	0
BR0-042081-00217	I	II	24	1
BR0-042081-00217	II	II	5	0
BR0-042081-00220	I	II	5	1
BR0-042081-00224	II	II	5	0
BR0-042081-00227	II	II	5	0
BR0-042081-00232	I	II	5	1
BR0-042081-00237	II	II	5	0
BR0-042081-00238	II	II	5	0
BR0-042081-00240	II	II	5	0
BR0-042081-00241	II	II	5	0
BR0-042081-00244	II	II	5	0
BR0-042081-00245	II	II	5	0
BR0-042081-00246	I	II	5	1
BR0-042081-00248	II	II	5	0
BR0-042081-00249	II	II	5	0
BR0-042081-00260	I	I	5	0
BR0-042081-00265	II	II	5	0
BR0-042081-00268	II	II	5	0
BR0-042081-00269	I	I	5	0
BR0-042081-00270	II	II	5	0
BR0-042081-00273	II	II	5	0
BR0-042081-00274	II	II	5	0
BR0-042081-00276	III	III	5	0
BR0-042081-00277	I	I	5	0
BR0-042081-00278	II	II	5	0
BR0-042081-00279	II	II	5	0
BR0-042081-00285	II	II	5	0
BR0-042081-00286	II	II	1	0
BR0-042081-00286	II	II	4	0
BR0-042081-00286	II	II	1	0
BR0-042081-00287	I	II	1	1
BR0-042099-00031	II	II	5	0
BR0-042099-00033	I	II	23	1
BR0-042099-00033	II	II	5	0
BR0-042099-00035	II	II	5	0
BR0-042099-00036	II	II	5	0
BR0-042099-00038	II	II	5	0
BR0-042099-00043	I	II	28	1
BR0-042099-00043	II	II	5	0
BR0-042099-00044	I	II	24	1
BR0-042099-00044	II	II	5	0
BR0-042099-00045	II	II	5	0
BR0-042099-00046	II	II	5	0
BR0-042099-00047	I	II	18	1
BR0-042099-00047	II	II	5	0
BR0-042099-00051	II	II	5	0
BR0-042111-00033	II	II	5	0
BR0-042111-00034	II	II	5	0
BR0-042111-00039	II	II	5	0
BR0-042111-00041	II	II	5	0
BR0-042111-00042	II	II	5	0
BR0-042111-00043	II	III	5	1
BR0-042111-00044	II	II	5	0
BR0-042111-00045	II	II	5	0
BR0-042111-00046	II	II	5	0
BR0-042111-00047	II	II	5	0
BR0-042111-00048	II	II	5	0
BR0-042111-00050	II	II	5	0
BR0-042111-00051	II	II	5	0
BR0-042111-00052	II	II	5	0
BR0-042111-00053	II	II	5	0
BR0-042111-00057	II	II	5	0
BR0-042111-00058	II	II	5	0
BR0-042111-00077	II	II	5	0
BR0-042111-00078	II	II	5	0
BR0-042111-00079	II	II	5	0
BR0-042111-00081	II	II	5	0
BR0-042111-00084	II	II	5	0
BR0-042111-00085	II	II	5	0
BR0-042111-00087	II	II	5	0
BR0-042111-00089	II	II	5	0
BR0-042111-00090	II	II	5	0
BR0-042111-00091	II	II	5	0
BR0-042111-00092	II	II	5	0
BR0-042111-00093	II	II	5	0
BR0-042111-00094	II	II	5	0
BR0-042111-00097	II	II	5	0
BR0-042111-00098	II	II	5	0
BR0-042111-00099	II	II	5	0
BR0-042111-00100	II	II	5	0
BR0-042111-00105	I	II	15	1
BR0-042111-00105	II	II	5	0
BR0-042111-00106	II	II	5	0
BR0-042111-00113	II	II	5	0
BR0-042111-00115	II	II	5	0
BR0-042111-00116	II	II	5	0
BR0-042111-00117	II	II	5	0
BR0-042111-00118	II	II	5	0
BR0-042111-00119	II	II	5	0
BR0-042111-00120	II	II	5	0
BR0-042111-00121	II	II	5	0
BR0-042111-00136	II	II	5	0
BR0-042111-00138	II	II	5	0
BR0-042111-00139	II	II	5	0
BR0-042111-00140	II	II	5	0
BR0-042111-00141	II	II	5	0
BR0-042111-00142	II	II	5	0
BR0-042111-00148	II	II	5	0
BR0-042111-00149	II	II	5	0
BR0-042111-00151	II	II	5	0
BR0-042111-00153	II	III	5	1
BR0-042111-00155	I	II	15	1
BR0-042111-00155	II	II	5	0
BR0-042111-00157	I	II	28	1
BR0-042111-00157	II	II	5	0
BR0-042111-00164	II	II	5	0
BR0-042111-00175	II	III	4	1
BR0-042129-00007	II	II	5	0
BR0-042129-00028	II	II	4	0
BR0-042129-00028	II	II	4	0
BR0-042129-00115	II	II	5	0
BR0-042129-00116	II	II	5	0
BR0-042129-00120	III	III	5	0
BR0-042129-00138	I	I	5	0
BR0-042129-00140	I	II	5	1
BR0-042129-00141	II	II	5	0
BR0-042129-00142	I	I	5	0
BR0-042129-00143	I	I	2	0
BR0-042129-00143	I	II	2	1
BR0-042129-00143	II	II	3	0
BR0-042129-00144	II	II	5	0
BR0-042129-00145	II	II	5	0
BR0-042129-00147	II	II	5	0
BR0-042129-00148	II	II	5	0
BR0-042129-00149	II	II	5	0
BR0-042129-00151	I	II	5	1
BR0-042129-00152	I	II	5	1
BR0-042129-00153	II	II	5	0
BR0-042129-00154	II	II	5	0
BR0-042129-00155	I	I	5	0
BR0-042129-00156	II	II	5	0
BR0-042129-00157	II	II	5	0
BR0-042129-00158	II	II	5	0
BR0-042129-00159	II	II	5	0
BR0-042129-00160	II	II	5	0
BR0-042129-00161	I	I	26	0
BR0-042129-00161	I	II	5	1
BR0-042129-00165	I	II	23	1
BR0-042129-00165	II	II	5	0
BR0-042129-00167	II	II	5	0
BR0-042129-00168	I	II	24	1
BR0-042129-00168	II	II	5	0
BR0-042129-00169	I	II	23	1
BR0-042129-00169	I	II	4	1
BR0-042129-00171	I	II	24	1
BR0-042129-00171	II	II	5	0
BR0-042129-00173	I	II	23	1
BR0-042129-00173	I	I	4	0
BR0-042129-00173	I	I	1	0
BR0-042129-00175	II	II	5	0
BR0-042129-00176	I	II	24	1
BR0-042129-00176	II	II	5	0
BR0-042129-00177	I	II	5	1
BR0-042129-00180	I	II	24	1
BR0-042129-00180	II	II	5	0
BR0-042129-00181	I	I	24	0
BR0-042129-00181	I	I	5	0
BR0-042129-00182	I	II	24	1
BR0-042129-00182	II	II	5	0
BR0-042129-00185	I	I	23	0
BR0-042129-00185	I	I	5	0
BR0-042129-00186	I	II	24	1
BR0-042129-00186	II	II	5	0
BR0-042129-00187	II	II	5	0
BR0-042129-00188	I	II	23	1
BR0-042129-00188	II	II	5	0
BR0-042129-00196	I	II	23	1
BR0-042129-00196	II	II	5	0
BR0-042129-00197	I	II	23	1
BR0-042129-00197	II	II	5	0
BR0-042129-00199	I	I	23	0
BR0-042129-00199	I	II	5	1
BR0-042129-00200	I	II	29	1
BR0-042129-00201	I	II	24	1
BR0-042129-00201	II	II	5	0
BR0-042129-00204	I	II	24	1
BR0-042129-00204	II	II	5	0
BR0-042129-00212	I	I	23	0
BR0-042129-00212	I	I	5	0
BR0-042129-00213	II	II	5	0
BR0-042129-00217	I	II	29	1
BR0-042129-00217	II	II	5	0
BR0-042129-00218	I	II	21	1
BR0-042129-00218	II	II	5	0
BR0-042129-00221	I	II	21	1
BR0-042129-00221	II	II	5	0
BR0-042129-00222	I	II	27	1
BR0-042129-00223	I	II	21	1
BR0-042129-00225	I	I	5	0
BR0-042129-00233	II	II	5	0
BR0-042129-00238	I	I	27	0
BR0-042129-00238	I	I	5	0
BR0-042129-00239	I	I	27	0
BR0-042129-00239	I	I	5	0
BR0-042129-00240	I	I	27	0
BR0-042129-00240	I	I	5	0
BR0-042129-00243	I	I	29	0
BR0-042129-00243	I	I	5	0
BR0-042129-00244	I	I	27	0
BR0-042129-00244	I	I	5	0
BR0-042129-00245	I	II	24	1
BR0-042129-00245	II	II	5	0
BR0-042129-00246	I	I	29	0
BR0-042129-00246	I	I	5	0
BR0-042129-00247	I	I	27	0
BR0-042129-00247	I	I	5	0
BR0-042129-00248	I	II	29	1
BR0-042129-00250	I	I	29	0
BR0-042129-00250	I	I	5	0
BR0-042129-00251	I	I	29	0
BR0-042129-00251	I	I	5	0
BR0-042129-00252	I	I	5	0
BR0-042129-00254	I	I	5	0
BR0-042129-00256	I	I	5	0
BR0-042129-00258	II	II	5	0
BR0-042129-00259	I	I	5	0
BR0-042129-00260	I	II	19	1
BR0-042129-00269	II	III	5	1
BR0-042129-00270	I	II	14	1
BR0-042129-00271	I	I	5	0
BR0-042129-00272	I	I	5	0
BR0-042129-00274	I	II	28	1
BR0-042129-00276	I	I	5	0
BR0-042129-00277	I	II	5	1
BR0-042129-00278	I	I	5	0
BR0-042129-00279	I	I	5	0
BR0-042129-00281	I	II	29	1
BR0-042129-00296	I	II	23	1
BR0-042129-00299	I	II	28	1
BR0-042129-00301	II	II	5	0
BR0-042129-00303	I	II	25	1
BR0-042129-00303	II	II	5	0
BR0-042129-00306	I	II	28	1
BR0-042129-00306	II	II	5	0
BR0-042129-00308	II	II	5	0
BR0-042129-00309	II	II	5	0
BR0-042129-00310	I	I	5	0
BR0-042129-00311	II	II	5	0
BR0-042129-00312	I	I	5	0
BR0-042129-00313	I	I	5	0
BR0-042129-00314	II	II	5	0
BR0-042129-00315	II	II	5	0
BR0-042129-00321	I	I	5	0
BR0-042129-00322	II	II	5	0
BR0-042129-00323	III	III	5	0
BR0-042129-00329	II	II	5	0
BR0-042129-00330	II	II	5	0
BR0-042129-00333	III	III	5	0
BR0-042129-00342	II	II	5	0
BR0-042129-00345	I	I	5	0
BR0-042129-00346	I	I	5	0
BR0-042129-00348	II	II	5	0
BR0-042129-00349	I	I	5	0
BR0-042129-00350	I	I	5	0
BR0-042129-00351	II	II	5	0
BR0-042129-00352	II	II	5	0
BR0-042129-00354	II	III	5	1
BR0-042129-00355	II	III	5	1
BR0-042129-00356	II	II	5	0
BR0-042129-00357	II	II	5	0
BR0-042129-00359	II	II	5	0
BR0-042129-00360	II	II	5	0
BR0-042129-00361	III	III	5	0
BR0-042129-00369	I	I	28	0
BR0-042129-00369	I	I	5	0
BR0-042129-00373	II	II	5	0
BR0-042129-00374	I	I	29	0
BR0-042129-00374	I	II	2	1
BR0-042129-00374	II	II	3	0
BR0-042129-00374	II	II	2	0
BR0-042129-00386	I	I	5	0
BR0-042129-00391	I	I	23	0
BR0-042129-00391	I	I	5	0
BR0-042129-00393	I	I	24	0
BR0-042129-00393	I	I	5	0
BR0-042129-00394	II	II	5	0
BR0-042129-00395	I	II	14	1
BR0-042129-00395	II	II	5	0
BR0-042129-00396	I	II	14	1
BR0-042129-00397	I	II	15	1
BR0-042129-00397	II	II	5	0
BR0-042129-00406	I	II	15	1
BR0-042129-00408	I	II	15	1
BR0-042129-00436	I	I	26	0
BR0-042129-00453	I	I	14	0
BR0-042129-00453	I	I	5	0
BR0-042129-00454	II	II	4	0
BR0-042129-00461	I	II	4	1
BR0-042129-00465	I	I	5	0
BR0-042129-00467	II	II	4	0
BR0-042129-00468	II	II	4	0
BR0-042129-00476	II	III	4	1
BR0-042129-00477	II	II	4	0
BR0-042129-00479	II	II	4	0
BR0-042129-00493	I	I	30	0
BR0-042129-00493	I	II	4	1
BR0-042129-00501	II	II	4	0
BR0-042129-00502	II	II	4	0
BR0-042129-00517	II	II	4	0
BR0-042129-00521	I	II	30	1
BR0-042129-00521	II	III	4	1
BR0-042129-00523	I	I	4	0
BR0-042129-00531	I	II	4	1
BR0-042129-00532	II	II	2	0
BR0-042129-00532	II	II	2	0
BR0-042129-00532	II	II	3	0
BR0-042129-00534	I	II	4	1
BR0-042129-00541	I	II	30	1
BR0-042129-00541	II	II	4	0
BR0-042129-00541	II	II	4	0
BR0-042129-00543	I	II	4	1
BR0-042129-00546	I	I	27	0
BR0-042129-00546	I	I	4	0
BR0-042129-00546	I	I	4	0
BR0-042129-00549	I	I	4	0
BR0-042129-00550	I	II	4	1
BR0-042129-00551	I	II	27	1
BR0-042129-00551	II	II	4	0
BR0-042129-00552	I	I	30	0
BR0-042129-00552	I	I	4	0
BR0-042129-00552	I	I	4	0
BR0-042129-00553	I	II	30	1
BR0-042129-00553	II	II	4	0
BR0-042129-00553	II	II	4	0
BR0-042129-00557	I	II	26	1
BR0-042129-00557	I	I	4	0
BR0-042129-00565	I	I	5	0
BR0-042129-00571	II	II	2	0
BR0-042129-00571	II	II	3	0
BR0-042129-00571	II	II	2	0
BR0-042129-00575	I	II	4	1
BR0-042129-00579	I	I	4	0
BR0-042129-00586	I	I	4	0
BR0-042129-00587	I	I	4	0
BR0-042129-00588	I	I	4	0
BR0-042129-00589	I	II	2	1
BR0-042129-00590	I	I	4	0
BR0-042129-00598	I	I	4	0
BR0-042129-00600	II	II	4	0
BR0-042129-00602	I	I	4	0
BR0-042129-00604	II	II	4	0
BR0-042129-00605	I	I	4	0
BR0-042129-00611	I	I	19	0
BR0-042129-00611	I	I	4	0
BR0-042129-00613	II	II	2	0
BR0-042129-00613	II	II	3	0
BR0-042129-00614	II	II	4	0
BR0-042129-00615	II	II	4	0
BR0-042129-00616	II	III	2	1
BR0-042129-00616	III	III	3	0
BR0-042129-00617	II	II	4	0
BR0-042129-00618	I	I	4	0
BR0-042129-00618	I	I	3	0
BR0-042129-00619	I	I	4	0
BR0-042129-00619	I	I	3	0
BR0-042129-00620	II	II	2	0
BR0-042129-00620	II	II	3	0
BR0-042129-00622	I	I	4	0
BR0-042129-00623	I	I	4	0
BR0-042129-00626	I	I	4	0
BR0-042129-00627	I	I	4	0
BR0-042129-00628	I	I	4	0
BR0-042129-00630	I	II	4	1
BR0-042129-00631	I	II	4	1
