matched_shisetsu_bangou	before	after	interval	after_minus_before
BR0-043613-00118	I	I	5	0
BR0-043613-00122	I	II	5	1
BR0-043613-00123	II	III	5	1
BR0-043613-00126	I	I	24	0
BR0-043613-00126	I	II	5	1
BR0-043613-00128	I	I	24	0
BR0-043613-00128	I	II	5	1
BR0-043613-00129	I	II	24	1
BR0-043613-00129	II	II	3	0
BR0-043613-00129	II	II	2	0
BR0-043613-00129	II	II	3	0
BR0-043613-00133	I	II	29	1
BR0-043613-00133	I	I	5	0
BR0-043613-00142	II	II	5	0
BR0-043613-00150	I	II	29	1
BR0-043613-00150	II	II	5	0
BR0-043613-00166	II	II	5	0
BR0-043613-00170	I	II	24	1
BR0-043613-00170	II	II	5	0
BR0-043613-00171	I	II	24	1
BR0-043613-00171	II	II	5	0
BR0-043613-00172	I	II	21	1
BR0-043613-00172	II	II	5	0
BR0-043613-00176	I	I	29	0
BR0-043613-00176	I	II	5	1
BR0-043613-00177	I	II	29	1
BR0-043613-00177	II	II	5	0
BR0-043613-00178	I	II	30	1
BR0-043613-00178	II	II	5	0
BR0-043613-00179	I	II	30	1
BR0-043613-00179	II	II	5	0
BR0-043613-00180	I	II	26	1
BR0-043613-00180	II	II	5	0
BR0-043613-00182	I	II	5	1
BR0-043613-00183	II	II	3	0
BR0-043613-00183	II	II	2	0
BR0-043613-00183	II	II	3	0
BR0-043613-00184	I	II	25	1
BR0-043613-00184	II	II	5	0
BR0-043613-00185	I	II	24	1
BR0-043613-00185	II	II	5	0
BR0-043613-00186	II	II	5	0
BR0-043613-00186	I	I	5	0
BR0-043613-00187	I	II	22	1
BR0-043613-00187	II	II	5	0
BR0-043613-00188	I	II	25	1
BR0-043613-00188	II	II	5	0
BR0-043613-00190	I	II	26	1
BR0-043613-00190	II	II	5	0
BR0-043613-00191	I	II	24	1
BR0-043613-00191	II	II	5	0
BR0-043613-00192	I	II	24	1
BR0-043613-00192	II	II	5	0
BR0-043613-00193	I	II	7	1
BR0-043613-00193	II	II	5	0
BR0-043613-00195	I	II	12	1
BR0-043613-00195	II	II	5	0
BR0-043613-00198	I	II	1	1
BR0-043613-00198	II	II	4	0
BR0-043613-00199	I	II	24	1
BR0-043613-00199	I	I	5	0
BR0-043613-00200	I	II	24	1
BR0-043613-00200	II	II	5	0
BR0-043613-00201	I	II	12	1
BR0-043613-00201	II	II	5	0
BR0-043613-00203	I	III	29	2
BR0-043613-00203	III	III	5	0
BR0-043613-00204	I	II	22	1
BR0-043613-00204	II	II	2	0
BR0-043613-00204	II	II	3	0
BR0-043613-00204	II	II	2	0
BR0-043613-00205	I	II	7	1
BR0-043613-00205	II	II	5	0
BR0-043613-00206	I	II	24	1
BR0-043613-00206	II	II	5	0
BR0-043613-00207	I	II	24	1
BR0-043613-00207	II	II	5	0
BR0-043613-00208	II	II	5	0
BR0-043613-00209	I	II	25	1
BR0-043613-00209	II	II	5	0
BR0-043613-00210	I	II	16	1
BR0-043613-00210	II	II	5	0
BR0-043613-00211	I	II	15	1
BR0-043613-00211	II	II	5	0
BR0-043613-00212	I	II	15	1
BR0-043613-00212	II	II	5	0
BR0-043613-00213	I	II	14	1
BR0-043613-00213	II	II	5	0
BR0-043613-00214	I	II	15	1
BR0-043613-00214	II	II	5	0
BR0-043613-00215	I	II	14	1
BR0-043613-00215	II	II	5	0
BR0-043613-00216	I	II	14	1
BR0-043613-00216	II	II	5	0
BR0-043613-00217	I	II	15	1
BR0-043613-00217	II	II	5	0
BR0-043613-00218	I	II	16	1
BR0-043613-00218	II	II	5	0
BR0-043613-00219	II	II	5	0
BR0-043613-00221	I	II	14	1
BR0-043613-00221	II	II	5	0
BR0-043613-00222	II	II	5	0
BR0-043613-00225	II	II	5	0
BR0-043613-00226	I	I	5	0
BR0-043613-00226	I	I	5	0
BR0-043613-00227	I	I	24	0
BR0-043613-00227	I	II	5	1
BR0-043613-00229	I	II	25	1
BR0-043613-00229	II	II	5	0
BR0-043613-00231	I	II	25	1
BR0-043613-00231	II	II	5	0
BR0-043613-00232	I	II	17	1
BR0-043613-00232	II	II	5	0
BR0-043613-00234	I	II	30	1
BR0-043613-00234	II	II	1	0
BR0-043613-00234	II	II	4	0
BR0-043613-00234	II	II	1	0
BR0-043613-00235	II	II	5	0
BR0-043613-00238	I	II	22	1
BR0-043613-00238	II	II	5	0
BR0-043613-00239	I	II	25	1
BR0-043613-00239	II	II	5	0
BR0-043613-00240	I	II	12	1
BR0-043613-00240	II	II	5	0
BR0-043613-00241	I	I	25	0
BR0-043613-00241	I	I	5	0
BR0-043613-00242	I	II	17	1
BR0-043613-00242	II	II	5	0
BR0-043613-00243	I	II	30	1
BR0-043613-00243	II	II	5	0
BR0-043613-00244	I	II	24	1
BR0-043613-00244	I	I	5	0
BR0-043613-00245	II	II	5	0
BR0-043613-00246	I	II	25	1
BR0-043613-00246	II	II	5	0
BR0-043613-00247	I	II	25	1
BR0-043613-00247	II	II	5	0
BR0-043613-00249	I	II	30	1
BR0-043613-00249	II	II	5	0
BR0-043613-00250	I	II	30	1
BR0-043613-00250	II	II	5	0
BR0-043613-00251	I	II	22	1
BR0-043613-00251	II	II	5	0
BR0-043613-00252	I	II	25	1
BR0-043613-00252	II	II	5	0
BR0-043613-00253	II	II	5	0
BR0-043613-00254	I	II	30	1
BR0-043613-00254	II	II	5	0
BR0-043613-00255	II	II	5	0
BR0-043613-00256	I	II	25	1
BR0-043613-00256	II	II	5	0
BR0-043613-00257	I	I	24	0
BR0-043613-00257	I	II	1	1
BR0-043613-00257	I	II	1	1
BR0-043613-00258	I	II	30	1
BR0-043613-00258	II	II	5	0
BR0-043613-00259	I	II	25	1
BR0-043613-00259	II	II	5	0
BR0-043613-00261	I	II	25	1
BR0-043613-00261	II	II	5	0
BR0-043613-00262	I	I	24	0
BR0-043613-00262	I	I	5	0
BR0-043613-00262	I	I	5	0
BR0-043613-00263	I	II	30	1
BR0-043613-00263	II	II	5	0
BR0-043613-00264	II	II	1	0
BR0-043613-00264	II	II	5	0
BR0-043613-00265	II	II	5	0
BR0-043613-00266	II	II	5	0
BR0-043613-00267	I	II	24	1
BR0-043613-00267	II	II	5	0
BR0-043613-00269	I	II	26	1
BR0-043613-00269	II	II	5	0
BR0-043613-00272	I	I	5	0
BR0-043613-00272	I	I	5	0
BR0-043613-00274	II	II	5	0
BR0-043613-00276	I	II	24	1
BR0-043613-00276	II	II	5	0
BR0-043613-00278	I	II	24	1
BR0-043613-00278	II	II	5	0
BR0-043613-00280	I	III	24	2
BR0-043613-00280	III	III	5	0
BR0-043613-00281	I	I	5	0
BR0-043613-00281	I	I	5	0
BR0-043613-00283	II	II	5	0
BR0-043613-00286	II	II	5	0
BR0-043613-00287	I	III	24	2
BR0-043613-00287	III	III	5	0
BR0-043613-00288	I	III	24	2
BR0-043613-00288	III	III	5	0
BR0-043613-00289	I	III	24	2
BR0-043613-00291	I	II	17	1
BR0-043613-00291	II	II	5	0
BR0-043613-00292	I	II	24	1
BR0-043613-00292	II	II	5	0
BR0-043613-00294	I	II	24	1
BR0-043613-00294	II	II	5	0
BR0-043613-00296	I	II	24	1
BR0-043613-00296	II	II	5	0
BR0-043613-00297	III	III	5	0
BR0-043613-00298	I	II	24	1
BR0-043613-00298	I	I	5	0
BR0-043613-00299	I	III	28	2
BR0-043613-00299	III	III	5	0
BR0-043613-00301	I	II	27	1
BR0-043613-00301	II	II	5	0
BR0-043613-00302	II	II	5	0
BR0-043613-00303	I	II	22	1
BR0-043613-00303	II	II	5	0
BR0-043613-00304	I	II	24	1
BR0-043613-00304	II	II	5	0
BR0-043613-00305	I	II	24	1
BR0-043613-00305	I	II	1	1
BR0-043613-00306	I	II	25	1
BR0-043613-00306	II	II	5	0
BR0-043613-00308	II	II	5	0
BR0-043613-00308	I	I	5	0
BR0-043613-00310	II	II	5	0
BR0-043613-00311	II	II	5	0
BR0-043613-00313	I	II	27	1
BR0-043613-00313	II	II	5	0
BR0-043613-00314	II	II	5	0
BR0-043613-00315	II	II	5	0
BR0-043613-00316	II	II	5	0
BR0-043613-00317	I	II	29	1
BR0-043613-00317	II	II	5	0
BR0-043613-00318	II	II	5	0
BR0-043613-00321	I	II	22	1
BR0-043613-00321	II	II	5	0
BR0-043613-00322	II	II	5	0
BR0-043613-00324	I	II	26	1
BR0-043613-00324	II	II	5	0
BR0-043613-00331	II	II	5	0
BR0-043613-00333	I	II	16	1
BR0-043613-00333	II	II	2	0
BR0-043613-00333	II	II	3	0
BR0-043613-00333	II	II	2	0
BR0-043613-00334	I	II	16	1
BR0-043613-00334	II	II	2	0
BR0-043613-00334	II	II	5	0
BR0-043613-00335	I	II	26	1
BR0-043613-00335	II	II	5	0
BR0-043613-00336	I	II	26	1
BR0-043613-00336	II	II	5	0
BR0-043613-00337	I	II	23	1
BR0-043613-00337	II	II	5	0
BR0-043613-00339	I	II	26	1
BR0-043613-00339	II	II	5	0
BR0-043613-00342	I	II	26	1
BR0-043613-00342	II	II	5	0
BR0-043613-00343	I	II	26	1
BR0-043613-00343	II	II	5	0
BR0-043613-00345	I	II	26	1
BR0-043613-00345	II	II	5	0
BR0-043613-00346	I	II	26	1
BR0-043613-00346	II	II	5	0
BR0-043613-00347	I	II	27	1
BR0-043613-00347	II	II	5	0
BR0-043613-00348	I	I	5	0
BR0-043613-00349	I	I	14	0
BR0-043613-00349	I	I	5	0
BR0-043613-00350	I	II	14	1
BR0-043613-00351	I	II	26	1
BR0-043613-00351	II	II	5	0
BR0-043613-00353	I	II	26	1
BR0-043613-00353	II	II	5	0
BR0-043613-00354	I	II	24	1
BR0-043613-00354	II	II	2	0
BR0-043613-00354	II	II	3	0
BR0-043613-00354	II	II	2	0
BR0-043613-00355	I	II	24	1
BR0-043613-00355	II	II	2	0
BR0-043613-00355	II	II	3	0
BR0-043613-00355	II	II	2	0
BR0-043613-00356	I	II	25	1
BR0-043613-00356	II	II	1	0
BR0-043613-00356	II	II	4	0
BR0-043613-00356	II	II	1	0
BR0-043613-00357	I	II	26	1
BR0-043613-00357	II	II	5	0
BR0-043613-00358	I	II	27	1
BR0-043613-00358	II	II	5	0
BR0-043613-00360	II	II	5	0
BR0-043613-00365	II	II	5	0
BR0-043613-00366	I	II	15	1
BR0-043613-00366	II	II	5	0
BR0-043613-00368	I	II	26	1
BR0-043613-00368	II	II	5	0
BR0-043613-00370	I	II	24	1
BR0-043613-00370	II	II	5	0
BR0-043613-00371	I	II	23	1
BR0-043613-00371	II	II	5	0
BR0-043613-00372	I	II	21	1
BR0-043613-00372	II	II	5	0
BR0-043613-00373	I	II	21	1
BR0-043613-00373	II	II	5	0
BR0-043613-00374	I	II	21	1
BR0-043613-00374	II	II	5	0
BR0-043613-00375	I	II	21	1
BR0-043613-00375	II	II	5	0
BR0-043613-00376	I	II	27	1
BR0-043613-00376	II	II	5	0
BR0-043613-00377	I	II	26	1
BR0-043613-00377	II	II	5	0
BR0-043613-00378	I	II	27	1
BR0-043613-00378	II	II	5	0
BR0-043613-00379	I	II	16	1
BR0-043613-00379	II	II	5	0
BR0-043613-00380	II	II	5	0
BR0-043613-00381	II	II	5	0
BR0-043613-00382	II	II	5	0
BR0-043613-00383	II	II	5	0
BR0-043613-00385	II	II	5	0
BR0-043613-00386	II	II	5	0
BR0-043613-00387	II	II	5	0
BR0-043613-00391	II	III	5	1
BR0-043613-00415	I	II	28	1
BR0-043613-00415	II	II	5	0
BR0-043613-00434	II	II	1	0
BR0-043613-00434	II	II	4	0
BR0-043613-00445	I	I	5	0
BR0-043613-00446	I	I	5	0
BR0-043613-00447	II	II	5	0
BR0-043613-00455	II	II	5	0
BR0-043613-00462	I	II	7	1
BR0-043613-00463	I	I	7	0
BR0-043613-00464	II	II	7	0
BR0-043613-00466	II	II	8	0
BR0-043613-00468	I	II	26	1
BR0-043613-00468	II	II	7	0
BR0-043621-00001	II	II	4	0
BR0-043621-00002	I	I	5	0
BR0-043621-00003	II	II	4	0
BR0-043621-00004	II	II	4	0
BR0-043621-00007	II	II	4	0
BR0-043621-00014	II	II	4	0
BR0-043621-00017	II	II	4	0
BR0-043621-00019	I	II	23	1
BR0-043621-00019	II	II	4	0
BR0-043621-00020	II	II	4	0
BR0-043621-00021	II	II	5	0
BR0-043621-00028	II	II	4	0
BR0-043621-00029	II	II	4	0
BR0-043621-00030	II	II	3	0
BR0-043621-00030	II	II	1	0
BR0-043621-00030	II	II	4	0
BR0-043621-00030	II	II	1	0
BR0-043621-00032	II	II	2	0
BR0-043621-00032	II	II	2	0
BR0-043621-00034	II	II	4	0
BR0-043621-00035	I	II	4	1
BR0-043621-00036	I	I	3	0
BR0-043621-00037	II	II	4	0
BR0-043621-00039	I	II	29	1
BR0-043621-00039	II	II	4	0
BR0-043621-00041	II	II	4	0
BR0-043621-00043	I	II	6	1
BR0-043621-00043	II	II	4	0
BR0-043621-00053	II	III	5	1
BR0-043621-00054	II	II	1	0
BR0-043621-00054	II	II	4	0
BR0-043621-00055	II	II	4	0
BR0-043621-00059	II	II	5	0
BR0-043621-00060	I	II	26	1
BR0-043621-00060	II	II	4	0
BR0-043621-00061	II	II	5	0
BR0-043621-00065	II	II	5	0
BR0-043621-00066	II	II	5	0
BR0-043621-00068	II	II	5	0
BR0-043621-00071	II	II	4	0
BR0-043621-00075	II	II	4	0
BR0-043621-00077	II	II	4	0
BR0-043621-00080	II	II	4	0
BR0-043621-00092	II	II	4	0
BR0-043621-00093	II	II	4	0
BR0-043621-00094	II	II	4	0
BR0-043621-00095	I	II	29	1
BR0-043621-00095	II	II	4	0
BR0-043621-00096	II	II	4	0
BR0-043621-00097	I	II	29	1
BR0-043621-00097	II	II	4	0
BR0-043621-00098	II	II	4	0
BR0-043621-00099	II	II	4	0
BR0-043621-00102	II	II	4	0
BR0-043621-00109	II	II	4	0
BR0-043621-00110	II	II	4	0
BR0-043621-00112	II	IV	4	2
BR0-043621-00116	II	II	5	0
BR0-043621-00118	II	II	5	0
BR0-043621-00119	I	II	12	1
BR0-043621-00119	II	II	5	0
BR0-043621-00121	I	III	1	2
BR0-043621-00122	II	III	5	1
BR0-043621-00124	II	III	4	1
BR0-043621-00126	II	II	5	0
BR0-043621-00127	II	II	5	0
BR0-043621-00128	II	II	5	0
BR0-043621-00129	II	II	5	0
BR0-043621-00130	II	II	5	0
BR0-043621-00132	II	II	5	0
BR0-043621-00133	II	II	5	0
BR0-043621-00134	II	II	4	0
BR0-043621-00136	II	II	5	0
BR0-043621-00137	II	II	4	0
BR0-043621-00139	II	III	5	1
BR0-043621-00141	I	II	14	1
BR0-043621-00141	II	II	4	0
BR0-043621-00142	I	II	17	1
BR0-043621-00142	II	II	4	0
BR0-043621-00143	II	II	4	0
BR0-043621-00144	II	II	2	0
BR0-043621-00144	II	II	2	0
BR0-043621-00147	II	II	4	0
BR0-043621-00150	II	II	5	0
BR0-043621-00152	II	II	5	0
BR0-043621-00153	II	II	5	0
BR0-043621-00154	II	II	2	0
BR0-043621-00156	I	II	28	1
BR0-043621-00156	II	II	5	0
BR0-043621-00157	II	II	5	0
BR0-043621-00158	I	I	5	0
BR0-043621-00160	II	III	5	1
BR0-043621-00161	II	II	5	0
BR0-043621-00165	II	II	5	0
BR0-043621-00166	II	II	5	0
BR0-043621-00167	II	II	5	0
BR0-043621-00169	II	II	5	0
BR0-043621-00173	II	II	5	0
BR0-043621-00175	II	II	5	0
BR0-043621-00176	II	II	5	0
BR0-043621-00181	II	II	5	0
BR0-043621-00182	I	II	7	1
BR0-043621-00182	II	II	5	0
BR0-043621-00183	II	II	5	0
BR0-043621-00185	II	II	5	0
BR0-043621-00189	II	II	5	0
BR0-043621-00191	I	II	25	1
BR0-043621-00191	II	II	5	0
BR0-043621-00192	I	II	24	1
BR0-043621-00192	II	II	5	0
BR0-043621-00193	II	II	5	0
BR0-043621-00195	II	II	2	0
BR0-043621-00195	II	II	3	0
BR0-043621-00198	I	I	5	0
BR0-043621-00201	I	II	29	1
BR0-043621-00201	II	II	5	0
BR0-043621-00204	I	II	15	1
BR0-043621-00204	II	II	5	0
BR0-043621-00205	II	II	5	0
BR0-043621-00206	I	II	5	1
BR0-043621-00212	I	I	5	0
BR0-043621-00214	I	II	30	1
BR0-043621-00214	II	III	1	1
BR0-043621-00214	II	III	3	1
BR0-043621-00215	I	II	28	1
BR0-043621-00215	II	II	3	0
BR0-043621-00215	II	II	5	0
BR0-043621-00220	II	II	5	0
BR0-043621-00221	II	II	5	0
BR0-043621-00223	II	II	5	0
BR0-043621-00225	II	II	5	0
BR0-043621-00226	II	II	5	0
BR0-043621-00227	II	II	5	0
BR0-043621-00228	I	II	25	1
BR0-043621-00228	II	II	5	0
BR0-043621-00229	II	II	5	0
BR0-043621-00232	II	II	5	0
BR0-043621-00233	II	II	5	0
BR0-043621-00235	II	II	5	0
BR0-043621-00236	II	II	5	0
BR0-043621-00237	II	II	5	0
BR0-043621-00241	I	II	2	1
BR0-043621-00241	II	II	5	0
BR0-043621-00248	II	II	5	0
BR0-043621-00250	II	II	5	0
BR0-043621-00251	II	II	5	0
BR0-043621-00252	II	II	5	0
BR0-043621-00254	I	I	6	0
BR0-043621-00254	I	I	5	0
BR0-043621-00269	I	I	4	0
BR0-043621-00269	I	II	1	1
BR0-043621-00270	II	II	4	0
BR0-043621-00273	II	II	4	0
BR0-043621-00274	I	II	29	1
BR0-043621-00274	II	II	4	0
BR0-043621-00274	II	II	1	0
BR0-043621-00275	I	II	30	1
BR0-043621-00275	II	II	4	0
BR0-043621-00276	I	II	30	1
BR0-043621-00276	II	III	1	1
BR0-043621-00276	II	III	3	1
BR0-043621-00277	II	II	4	0
BR0-043621-00280	II	II	4	0
BR0-043621-00281	II	II	5	0
BR0-043621-00283	II	II	5	0
BR0-043621-00284	II	II	5	0
BR0-043621-00286	I	II	5	1
BR0-043621-00287	II	II	5	0
BR0-044016-00001	II	II	4	0
BR0-044016-00003	II	II	4	0
BR0-044016-00005	II	II	5	0
BR0-044016-00006	II	II	5	0
BR0-044016-00007	II	II	5	0
BR0-044016-00008	II	II	5	0
BR0-044016-00009	III	III	4	0
BR0-044016-00010	II	II	4	0
BR0-044016-00011	II	II	4	0
BR0-044016-00012	II	II	4	0
BR0-044016-00014	II	II	4	0
BR0-044016-00015	II	II	4	0
BR0-044016-00016	III	III	4	0
BR0-044016-00017	II	II	4	0
BR0-044016-00017	II	II	1	0
BR0-044016-00018	II	II	4	0
BR0-044016-00019	I	II	19	1
BR0-044016-00019	II	II	4	0
BR0-044016-00020	II	II	4	0
BR0-044016-00021	II	II	4	0
BR0-044016-00022	II	II	4	0
BR0-044016-00023	I	II	23	1
BR0-044016-00023	II	II	4	0
BR0-044016-00025	II	II	4	0
BR0-044016-00027	II	II	4	0
BR0-044016-00031	II	II	5	0
BR0-044016-00032	II	II	5	0
BR0-044016-00033	II	II	5	0
BR0-044016-00034	II	III	5	1
BR0-044016-00035	II	II	5	0
BR0-044016-00036	II	II	5	0
BR0-044016-00042	II	II	5	0
BR0-044016-00043	II	II	5	0
BR0-044016-00045	I	II	23	1
BR0-044016-00045	II	II	5	0
BR0-044016-00046	II	II	4	0
BR0-044041-00002	I	I	22	0
BR0-044041-00002	I	II	5	1
BR0-044067-00009	I	II	30	1
BR0-044067-00009	II	II	5	0
BR0-044067-00016	I	II	27	1
BR0-044067-00016	II	II	5	0
BR0-044067-00017	II	II	5	0
BR0-044067-00018	II	II	5	0
BR0-044067-00019	II	II	5	0
BR0-044067-00020	II	II	5	0
BR0-044067-00021	II	II	5	0
BR0-044067-00022	II	II	5	0
BR0-044067-00023	II	II	5	0
BR0-044067-00024	I	II	14	1
BR0-044067-00024	II	II	5	0
BR0-044067-00025	II	II	5	0
BR0-044067-00026	II	II	5	0
BR0-044067-00027	II	II	5	0
BR0-044067-00028	II	II	5	0
BR0-044067-00029	II	II	5	0
BR0-044067-00030	I	I	2	0
BR0-044067-00030	I	I	3	0
BR0-044067-00030	I	I	5	0
BR0-044067-00032	II	II	5	0
BR0-044067-00034	I	I	6	0
BR0-044067-00035	I	II	14	1
BR0-044067-00035	II	II	5	0
BR0-044067-00036	I	II	19	1
BR0-044067-00036	II	II	5	0
BR0-044067-00037	I	II	20	1
BR0-044067-00037	II	II	5	0
BR0-044067-00039	I	II	17	1
BR0-044067-00039	II	II	5	0
BR0-044067-00040	I	II	10	1
BR0-044067-00040	II	II	5	0
BR0-044067-00042	II	II	5	0
BR0-044211-00001	I	I	12	0
BR0-044211-00001	I	II	4	1
BR0-044211-00002	I	I	11	0
BR0-044211-00002	I	II	5	1
BR0-044211-00003	I	II	23	1
BR0-044211-00003	II	II	3	0
BR0-044211-00004	I	II	22	1
BR0-044211-00004	II	II	6	0
BR0-044211-00005	I	II	23	1
BR0-044211-00005	II	II	3	0
BR0-044211-00009	II	II	4	0
BR0-044211-00011	I	II	27	1
BR0-044211-00011	II	II	4	0
BR0-044211-00013	II	II	3	0
BR0-044211-00013	II	II	5	0
BR0-044211-00022	II	II	4	0
BR0-044211-00030	I	II	27	1
BR0-044211-00030	II	II	5	0
BR0-044211-00046	I	II	27	1
BR0-044211-00046	II	II	5	0
BR0-044211-00056	II	II	5	0
BR0-044211-00057	II	II	5	0
BR0-044211-00059	II	II	5	0
BR0-044211-00059	II	II	4	0
BR0-044211-00065	II	II	3	0
BR0-044211-00065	II	II	2	0
BR0-044211-00069	II	II	5	0
BR0-044211-00073	II	II	5	0
BR0-044211-00082	II	II	5	0
BR0-044211-00082	II	II	4	0
BR0-044211-00084	II	II	5	0
BR0-044211-00084	II	II	4	0
BR0-044211-00087	II	II	5	0
BR0-044211-00092	II	II	5	0
BR0-044211-00098	II	II	5	0
BR0-044211-00100	II	II	5	0
BR0-044211-00101	II	II	5	0
BR0-044211-00101	II	II	5	0
BR0-044211-00103	II	II	5	0
BR0-044211-00106	I	II	3	1
BR0-044211-00106	II	II	2	0
BR0-044211-00111	I	II	4	1
BR0-044211-00111	II	II	4	0
BR0-044211-00114	II	II	5	0
BR0-044211-00120	II	II	5	0
BR0-044211-00123	II	III	4	1
BR0-044211-00123	II	III	4	1
BR0-044211-00124	II	II	5	0
BR0-044211-00126	II	II	5	0
BR0-044211-00126	II	II	5	0
BR0-044211-00128	II	II	5	0
BR0-044229-00018	II	II	5	0
BR0-044229-00021	II	II	5	0
BR0-044229-00031	II	II	5	0
BR0-044229-00036	II	II	5	0
BR0-044229-00040	II	II	5	0
BR0-044229-00041	II	III	5	1
BR0-044229-00042	II	II	5	0
BR0-044229-00043	II	II	5	0
BR0-044229-00044	II	II	5	0
BR0-044229-00045	II	II	5	0
BR0-044229-00047	II	II	5	0
BR0-044229-00053	II	II	5	0
BR0-044229-00076	II	II	5	0
BR0-044237-00001	I	II	28	1
BR0-044237-00001	II	II	5	0
BR0-044237-00004	I	II	26	1
BR0-044237-00004	II	II	5	0
BR0-044237-00011	I	II	19	1
BR0-044237-00018	II	II	5	0
BR0-044237-00025	I	II	27	1
BR0-044237-00025	II	II	5	0
BR0-044237-00026	II	II	5	0
BR0-044237-00027	III	III	5	0
BR0-044237-00031	II	II	5	0
BR0-044237-00037	II	II	5	0
BR0-044237-00047	II	II	5	0
BR0-044237-00048	II	II	5	0
BR0-044237-00048	II	II	5	0
BR0-044245-00003	II	II	5	0
BR0-044245-00006	II	II	5	0
BR0-044245-00007	II	II	5	0
BR0-044245-00008	I	II	4	1
BR0-044245-00014	I	II	18	1
BR0-044245-00014	II	II	4	0
BR0-044245-00018	I	II	29	1
BR0-044245-00018	II	II	1	0
BR0-044245-00018	II	II	5	0
BR0-044245-00019	I	II	3	1
BR0-044245-00019	II	II	5	0
BR0-044245-00022	I	II	11	1
BR0-044245-00022	II	II	5	0
BR0-044245-00023	II	II	5	0
BR0-044245-00026	II	II	3	0
BR0-044245-00026	II	II	2	0
BR0-044245-00026	II	II	3	0
BR0-044245-00029	II	III	5	1
BR0-044245-00033	I	II	19	1
BR0-044245-00033	II	II	3	0
BR0-044245-00033	II	II	2	0
BR0-044245-00033	II	II	3	0
BR0-044245-00034	I	II	21	1
BR0-044245-00034	II	II	5	0
BR0-044245-00036	II	II	5	0
BR0-044245-00037	II	II	3	0
BR0-044245-00037	II	II	5	0
BR0-044245-00039	II	II	5	0
BR0-044245-00040	II	II	5	0
BR0-044245-00041	II	III	5	1
BR0-044245-00045	II	II	5	0
BR0-044245-00046	II	II	5	0
BR0-044245-00048	II	II	5	0
BR0-044245-00050	II	II	5	0
BR0-044245-00054	I	II	28	1
BR0-044245-00054	II	II	5	0
BR0-044245-00055	I	I	29	0
BR0-044245-00055	I	I	5	0
BR0-044245-00056	II	II	5	0
BR0-044245-00058	II	II	5	0
BR0-044245-00059	II	II	5	0
BR0-044245-00061	II	II	5	0
BR0-044440-00019	II	II	5	0
BR0-044440-00022	II	II	5	0
BR0-044440-00033	II	II	5	0
BR0-044440-00036	II	II	5	0
BR0-044440-00037	I	I	27	0
BR0-044440-00037	I	II	5	1
BR0-044440-00039	I	I	5	0
BR0-044440-00039	I	I	5	0
BR0-044440-00040	II	II	5	0
BR0-044440-00041	II	II	5	0
BR0-044440-00042	I	I	5	0
BR0-044440-00042	I	I	5	0
BR0-044440-00048	II	II	5	0
BR0-044440-00049	II	II	5	0
BR0-044440-00050	II	II	5	0
BR0-044440-00051	II	II	5	0
BR0-044440-00052	II	II	5	0
BR0-044440-00053	II	II	5	0
BR0-044440-00056	II	II	5	0
BR0-044440-00057	II	II	5	0
BR0-044440-00058	II	II	5	0
BR0-044440-00060	I	II	23	1
BR0-044440-00060	II	II	5	0
BR0-044440-00063	I	II	28	1
BR0-044440-00063	II	II	5	0
BR0-044440-00066	II	II	5	0
BR0-044440-00068	I	I	5	0
BR0-044440-00068	I	I	5	0
BR0-044440-00069	II	II	5	0
BR0-044440-00070	II	II	5	0
BR0-044440-00071	II	II	5	0
BR0-044440-00072	I	I	28	0
BR0-044440-00072	I	I	5	0
BR0-044440-00072	I	I	5	0
BR0-044440-00073	II	II	5	0
BR0-044440-00074	II	II	5	0
BR0-044440-00075	II	II	5	0
BR0-044440-00076	II	II	5	0
BR0-044440-00077	II	II	5	0
BR0-044440-00080	II	II	5	0
BR0-044440-00081	II	II	5	0
BR0-044440-00084	II	II	5	0
BR0-044440-00085	II	II	5	0
BR0-044440-00086	II	II	5	0
BR0-044440-00092	II	II	5	0
BR0-044440-00093	II	II	5	0
BR0-044440-00102	II	II	5	0
BR0-044440-00103	II	II	5	0
BR0-044440-00104	II	II	5	0
BR0-044440-00107	II	II	5	0
BR0-044440-00109	II	II	5	0
BR0-044440-00110	II	II	5	0
BR0-044440-00111	II	II	5	0
BR0-044440-00112	II	II	5	0
BR0-044440-00113	II	II	5	0
BR0-044440-00114	II	II	5	0
BR0-044440-00115	II	II	5	0
BR0-044440-00116	II	II	5	0
BR0-044440-00117	II	II	5	0
BR0-044440-00121	I	II	7	1
BR0-044440-00121	II	II	5	0
BR0-044440-00122	I	II	7	1
BR0-044440-00122	II	II	5	0
BR0-044440-00123	II	II	5	0
BR0-044440-00124	II	II	5	0
BR0-044440-00125	II	II	5	0
BR0-044440-00126	II	III	5	1
BR0-044440-00128	II	II	5	0
BR0-044440-00129	II	II	5	0
BR0-044440-00130	II	II	5	0
BR0-044458-00006	II	II	5	0
BR0-044458-00038	II	II	5	0
BR0-044458-00039	II	II	5	0
BR0-044458-00040	II	II	5	0
BR0-044458-00040	II	II	5	0
BR0-044458-00044	II	II	5	0
BR0-044458-00045	I	II	15	1
BR0-044458-00045	II	II	5	0
BR0-044458-00046	I	II	12	1
BR0-044458-00046	II	II	5	0
BR0-044458-00048	I	II	25	1
BR0-044458-00048	II	II	5	0
BR0-044458-00051	II	II	5	0
BR0-044458-00055	II	II	5	0
BR0-044458-00057	I	II	27	1
